2025-07-19 23:20:44 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=193.52.230.21; Destination=66.28.70.94; QNAME=vpn.eljcicax.xyz; QTYPE=A; RCODE=NOERROR
2025-08-13 23:57:48 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=50.25.213.11; Destination=171.37.119.166; QNAME=assets.njxfpwux.org; QTYPE=PTR; RCODE=REFUSED
2025-08-14 00:21:50 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=122.1.160.84; Destination=184.7.39.213; QNAME=login.fzgrozkoa.com; QTYPE=AAAA; RCODE=FORMERR
2025-08-14 00:33:30 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=71.210.249.63; Destination=39.141.124.191; QNAME=portal.gblhz.xyz; QTYPE=SOA; RCODE=SERVFAIL
2025-08-14 00:33:51 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=35.8.160.228; Destination=140.138.5.118; QNAME=www.kokbf.xyz; QTYPE=SOA; RCODE=NOERROR
2025-08-14 00:34:31 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=146.104.0.69; Destination=79.101.30.160; QNAME=login.tpbfnon.xyz; QTYPE=TXT; RCODE=REFUSED
2025-08-14 00:44:57 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=18.80.8.131; Destination=165.109.233.37; QNAME=repo.rdutfzgup.dev; QTYPE=A; RCODE=NXDOMAIN
2025-08-14 00:50:41 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=111.205.221.2; Destination=59.242.166.116; QNAME=www.jinproho.biz; QTYPE=SOA; RCODE=SERVFAIL
2025-08-14 00:58:29 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=186.233.132.254; Destination=45.179.145.46; QNAME=www.psdvqovyqx.biz; QTYPE=PTR; RCODE=REFUSED
2025-08-14 01:01:16 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=89.90.87.8; Destination=82.151.53.49; QNAME=assets.kywbsvbac.org; QTYPE=MX; RCODE=SERVFAIL
2025-08-14 01:17:32 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=202.234.128.65; Destination=135.74.239.49; QNAME=login.umhdf.xyz; QTYPE=PTR; RCODE=FORMERR
2025-08-14 01:19:49 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=147.4.169.89; Destination=166.128.83.181; QNAME=portal.rznolpr.xyz; QTYPE=A; RCODE=SERVFAIL
2025-08-14 01:21:01 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=149.7.248.89; Destination=36.218.170.184; QNAME=portal.xltyzzdlz.biz; QTYPE=NS; RCODE=REFUSED
2025-08-14 01:21:55 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=27.110.163.198; Destination=176.55.158.105; QNAME=www.hlgvnsq.xyz; QTYPE=NS; RCODE=SERVFAIL
2025-08-14 01:31:34 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=107.112.171.24; Destination=144.248.52.45; QNAME=assets.fjnkxjgawr.co; QTYPE=MX; RCODE=REFUSED
2025-08-14 02:01:42 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=143.182.135.42; Destination=142.181.196.33; QNAME=login.amvkic.info; QTYPE=MX; RCODE=NXDOMAIN
2025-08-14 02:14:45 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=100.163.237.156; Destination=68.70.102.155; QNAME=repo.vbizgdfqi.co; QTYPE=NS; RCODE=REFUSED
2025-08-14 02:16:10 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=142.192.123.183; Destination=54.145.134.194; QNAME=assets.txnmmu.biz; QTYPE=CAA; RCODE=NXDOMAIN
2025-08-14 02:27:34 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=121.53.116.49; Destination=193.66.11.226; QNAME=repo.ijtcabzc.com; QTYPE=AAAA; RCODE=REFUSED
2025-08-14 02:28:19 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=54.14.201.75; Destination=98.113.91.180; QNAME=updates.uscopt.co; QTYPE=A; RCODE=NOERROR
2025-08-14 02:28:51 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=9.27.186.233; Destination=198.94.222.233; QNAME=cdn.lzssesgth.info; QTYPE=PTR; RCODE=NOERROR
2025-08-14 02:36:38 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=143.112.94.194; Destination=28.34.110.67; QNAME=login.iwemmce.xyz; QTYPE=AAAA; RCODE=SERVFAIL
2025-08-14 02:39:07 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=165.116.54.43; Destination=208.166.52.38; QNAME=assets.tuoipjtojs.co; QTYPE=NS; RCODE=FORMERR
2025-08-14 02:42:25 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=190.11.201.105; Destination=175.88.87.163; QNAME=auth.fpqryt.io; QTYPE=AAAA; RCODE=FORMERR
2025-08-14 02:50:00 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=186.16.220.9; Destination=209.83.5.45; QNAME=updates.essynp.dev; QTYPE=SOA; RCODE=REFUSED
2025-08-14 03:19:25 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=112.157.233.173; Destination=82.24.91.189; QNAME=login.grchmon.net; QTYPE=TXT; RCODE=NOERROR
2025-08-14 03:23:46 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=23.16.190.148; Destination=18.191.95.61; QNAME=secure.qunrbjtpf.dev; QTYPE=CAA; RCODE=SERVFAIL
2025-08-14 03:38:25 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=64.36.165.216; Destination=35.87.244.243; QNAME=api.upvtwbfzos.info; QTYPE=SOA; RCODE=FORMERR
2025-08-14 03:50:42 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=141.37.162.117; Destination=194.243.65.63; QNAME=status.etflwhq.co; QTYPE=MX; RCODE=FORMERR
2025-08-14 03:53:42 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=29.109.175.124; Destination=150.103.47.40; QNAME=www.sidfldlmkk.net; QTYPE=PTR; RCODE=SERVFAIL
2025-08-14 04:14:33 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=17.247.109.89; Destination=210.32.172.152; QNAME=www.bmhumc.org; QTYPE=CAA; RCODE=FORMERR
2025-08-14 04:19:51 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=37.61.200.76; Destination=28.175.99.196; QNAME=vpn.iiphlvbe.dev; QTYPE=AAAA; RCODE=SERVFAIL
2025-08-14 04:25:02 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=126.22.198.145; Destination=29.52.28.68; QNAME=cdn.itplnnd.com; QTYPE=PTR; RCODE=SERVFAIL
2025-08-14 04:38:47 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=131.5.125.101; Destination=191.177.244.56; QNAME=assets.sttsp.io; QTYPE=TXT; RCODE=NXDOMAIN
2025-08-14 04:57:11 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=180.244.73.180; Destination=105.129.168.155; QNAME=portal.xmsxepuaai.co; QTYPE=AAAA; RCODE=NXDOMAIN
2025-08-14 05:19:06 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=93.110.66.177; Destination=91.134.178.62; QNAME=assets.skactp.biz; QTYPE=TXT; RCODE=NOERROR
2025-08-14 05:20:47 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=116.157.120.74; Destination=214.51.191.133; QNAME=assets.yamqesfb.co; QTYPE=TXT; RCODE=NOERROR
2025-08-14 05:21:04 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=9.254.226.216; Destination=77.150.224.190; QNAME=updates.dzwan.dev; QTYPE=NS; RCODE=NOERROR
2025-08-14 05:30:03 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=107.98.124.81; Destination=13.165.84.122; QNAME=secure.sdaksvhzn.io; QTYPE=TXT; RCODE=SERVFAIL
2025-08-14 05:45:52 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=171.15.60.15; Destination=65.158.198.44; QNAME=api.nmyavz.io; QTYPE=MX; RCODE=NOERROR
2025-08-14 06:03:31 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=42.61.58.55; Destination=43.44.159.74; QNAME=vpn.cfcdyccdl.biz; QTYPE=SOA; RCODE=NXDOMAIN
2025-08-14 06:04:50 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=121.246.35.177; Destination=205.7.24.206; QNAME=api.fheqaiqba.com; QTYPE=CAA; RCODE=NXDOMAIN
2025-08-14 06:23:18 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=9.133.8.211; Destination=170.187.113.179; QNAME=updates.ytjalcbzg.xyz; QTYPE=A; RCODE=NXDOMAIN
2025-08-14 06:28:33 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=154.212.147.133; Destination=138.22.208.60; QNAME=assets.xrirt.com; QTYPE=MX; RCODE=NOERROR
2025-08-14 06:38:11 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=174.44.25.116; Destination=145.43.205.153; QNAME=updates.kbocuo.info; QTYPE=NS; RCODE=NXDOMAIN
2025-08-14 06:43:21 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=76.126.210.20; Destination=128.65.65.55; QNAME=updates.dpcch.io; QTYPE=AAAA; RCODE=SERVFAIL
2025-08-14 06:45:38 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=27.96.56.106; Destination=47.219.82.216; QNAME=repo.sxhghqmvxe.info; QTYPE=SOA; RCODE=NOERROR
2025-08-14 06:49:03 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=200.165.100.54; Destination=163.192.39.106; QNAME=secure.tlfww.biz; QTYPE=CAA; RCODE=NXDOMAIN
2025-08-14 06:52:36 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=38.138.221.114; Destination=205.235.104.206; QNAME=login.ucdefwjd.dev; QTYPE=NS; RCODE=NOERROR
2025-08-14 06:53:12 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=58.234.39.82; Destination=47.75.31.98; QNAME=repo.hcryu.io; QTYPE=SOA; RCODE=REFUSED
2025-08-14 07:12:17 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=134.121.150.150; Destination=182.236.69.175; QNAME=mail.otttlxx.xyz; QTYPE=SOA; RCODE=NOERROR
2025-08-14 07:28:08 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=103.3.91.212; Destination=103.252.21.208; QNAME=secure.uqucghyz.info; QTYPE=NS; RCODE=NXDOMAIN
2025-08-14 07:34:20 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=42.10.225.118; Destination=176.108.193.66; QNAME=repo.kikqq.co; QTYPE=A; RCODE=NXDOMAIN
2025-08-14 07:39:30 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=147.175.9.179; Destination=43.127.167.56; QNAME=status.jiqkgjq.com; QTYPE=TXT; RCODE=REFUSED
2025-08-14 07:48:46 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=72.250.73.25; Destination=160.230.54.110; QNAME=www.imhyooja.info; QTYPE=AAAA; RCODE=REFUSED
2025-08-14 07:52:46 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=69.134.215.52; Destination=112.161.136.113; QNAME=api.brqkth.co; QTYPE=SOA; RCODE=NXDOMAIN
2025-08-14 07:53:55 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=138.136.237.170; Destination=177.56.21.79; QNAME=api.sqxwrm.co; QTYPE=MX; RCODE=NOERROR
2025-08-14 08:01:06 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=209.228.166.196; Destination=157.12.183.92; QNAME=vpn.bzkkrg.xyz; QTYPE=CAA; RCODE=NXDOMAIN
2025-08-14 08:03:24 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=110.55.104.113; Destination=40.23.31.106; QNAME=updates.ymuma.co; QTYPE=PTR; RCODE=NOERROR
2025-08-14 08:19:15 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=28.247.239.86; Destination=21.30.79.85; QNAME=updates.tlnhmx.xyz; QTYPE=NS; RCODE=NXDOMAIN
2025-08-14 08:20:49 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=205.183.48.132; Destination=13.59.34.77; QNAME=login.owgksdvmqz.info; QTYPE=PTR; RCODE=FORMERR
2025-08-14 08:29:00 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=193.81.86.148; Destination=42.199.225.84; QNAME=portal.xoxcwm.info; QTYPE=SOA; RCODE=REFUSED
2025-08-14 08:35:15 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=139.175.2.182; Destination=94.10.234.0; QNAME=vpn.vkfeazjxus.co; QTYPE=SOA; RCODE=NXDOMAIN
2025-08-14 08:40:51 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=199.194.109.229; Destination=193.0.0.77; QNAME=auth.vhaqwubyyq.biz; QTYPE=TXT; RCODE=SERVFAIL
2025-08-14 08:42:52 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=58.97.106.212; Destination=59.46.251.69; QNAME=auth.mxpuu.com; QTYPE=A; RCODE=REFUSED
2025-08-14 08:53:46 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=62.66.73.231; Destination=163.233.5.218; QNAME=updates.nwlxkfh.com; QTYPE=PTR; RCODE=NXDOMAIN
2025-08-14 08:59:30 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=146.117.146.95; Destination=181.24.74.29; QNAME=vpn.zfnzuri.xyz; QTYPE=TXT; RCODE=SERVFAIL
2025-08-14 09:00:25 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=199.210.177.149; Destination=87.114.167.132; QNAME=portal.vfiluxjd.com; QTYPE=TXT; RCODE=NXDOMAIN
2025-08-14 09:02:16 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=167.112.177.88; Destination=97.43.184.205; QNAME=www.qlhbiepz.io; QTYPE=CAA; RCODE=NOERROR
2025-08-14 09:06:27 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=186.148.59.220; Destination=85.224.31.73; QNAME=vpn.wuvhx.info; QTYPE=MX; RCODE=REFUSED
2025-08-14 09:08:08 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=58.180.167.24; Destination=202.76.174.51; QNAME=secure.vkhvudybpp.dev; QTYPE=PTR; RCODE=SERVFAIL
2025-08-14 09:10:17 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=211.196.232.111; Destination=94.130.169.165; QNAME=secure.dhlhzzlb.io; QTYPE=NS; RCODE=REFUSED
2025-08-14 09:29:45 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=9.52.138.41; Destination=220.253.201.108; QNAME=login.enxray.com; QTYPE=PTR; RCODE=NXDOMAIN
2025-08-14 09:33:32 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=72.128.128.249; Destination=133.242.211.183; QNAME=repo.tpljhh.dev; QTYPE=PTR; RCODE=REFUSED
2025-08-14 09:36:39 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=186.183.225.238; Destination=171.118.237.204; QNAME=portal.jcgjas.info; QTYPE=PTR; RCODE=SERVFAIL
2025-08-14 09:46:26 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=129.220.248.106; Destination=21.250.213.42; QNAME=api.ouercgf.biz; QTYPE=PTR; RCODE=SERVFAIL
2025-08-14 09:47:26 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=25.96.184.0; Destination=143.213.231.73; QNAME=login.frgovtccm.org; QTYPE=SOA; RCODE=NXDOMAIN
2025-08-14 09:51:49 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=174.59.153.105; Destination=114.213.45.196; QNAME=updates.gcohdadtkz.biz; QTYPE=A; RCODE=SERVFAIL
2025-08-14 09:54:58 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=181.172.216.205; Destination=165.88.78.75; QNAME=vpn.dyjbhgey.dev; QTYPE=NS; RCODE=NXDOMAIN
2025-08-14 09:58:37 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=11.135.97.172; Destination=110.200.1.203; QNAME=auth.ovswk.org; QTYPE=AAAA; RCODE=FORMERR
2025-08-14 10:15:18 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=107.166.87.145; Destination=185.31.30.140; QNAME=login.beeqiwvhf.info; QTYPE=TXT; RCODE=REFUSED
2025-08-14 10:17:30 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=167.163.8.19; Destination=70.130.168.2; QNAME=vpn.ewgjjef.io; QTYPE=CAA; RCODE=REFUSED
2025-08-14 10:25:46 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=94.245.126.180; Destination=174.192.53.22; QNAME=cdn.pnodlnkt.xyz; QTYPE=SRV; RCODE=REFUSED
2025-08-14 10:29:05 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=30.202.141.36; Destination=145.0.46.103; QNAME=updates.nxxeqqenv.io; QTYPE=NS; RCODE=NOERROR
2025-08-14 10:31:28 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=42.144.185.25; Destination=24.141.155.43; QNAME=auth.awmbhrkon.xyz; QTYPE=AAAA; RCODE=NXDOMAIN
2025-08-14 10:31:57 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=103.22.170.5; Destination=183.58.11.37; QNAME=www.rmykv.co; QTYPE=SRV; RCODE=NOERROR
2025-08-14 10:36:07 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=198.151.67.225; Destination=149.69.242.120; QNAME=updates.qfapgndj.org; QTYPE=MX; RCODE=NXDOMAIN
2025-08-14 10:39:50 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=128.177.75.200; Destination=113.163.41.71; QNAME=mail.sjryjlaps.dev; QTYPE=TXT; RCODE=NXDOMAIN
2025-08-14 10:53:56 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=78.29.12.50; Destination=151.165.254.4; QNAME=mail.lhjpn.xyz; QTYPE=PTR; RCODE=NOERROR
2025-08-14 10:59:04 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=135.197.118.108; Destination=157.140.178.209; QNAME=portal.svgwvufpeq.io; QTYPE=AAAA; RCODE=SERVFAIL
2025-08-14 11:06:45 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=29.5.74.214; Destination=215.42.157.117; QNAME=vpn.boabzmm.com; QTYPE=TXT; RCODE=SERVFAIL
2025-08-14 11:08:17 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=43.190.59.60; Destination=108.129.110.130; QNAME=www.xfvgha.io; QTYPE=CAA; RCODE=NOERROR
2025-08-14 11:11:08 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=217.3.138.24; Destination=216.95.4.149; QNAME=repo.vsotrseh.io; QTYPE=A; RCODE=NOERROR
2025-08-14 11:15:01 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=78.149.197.127; Destination=87.174.114.57; QNAME=repo.ulmxe.info; QTYPE=SOA; RCODE=SERVFAIL
2025-08-14 11:15:03 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=69.168.122.159; Destination=50.52.180.83; QNAME=repo.nhyugyfhlq.co; QTYPE=CAA; RCODE=SERVFAIL
2025-08-14 11:18:15 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=136.183.187.66; Destination=53.59.133.247; QNAME=vpn.zvdlnkbqf.io; QTYPE=PTR; RCODE=NXDOMAIN
2025-08-14 11:23:56 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=223.255.117.232; Destination=176.61.31.187; QNAME=mail.mjkmpg.com; QTYPE=TXT; RCODE=REFUSED
2025-08-14 11:36:38 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=160.81.76.231; Destination=120.247.12.106; QNAME=login.ddvbczrn.net; QTYPE=TXT; RCODE=NOERROR
2025-08-14 11:38:09 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=112.112.132.246; Destination=48.73.36.183; QNAME=vpn.dvpxhbjxh.net; QTYPE=A; RCODE=REFUSED
2025-08-14 11:39:23 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=214.240.198.244; Destination=52.175.121.70; QNAME=api.moukgcj.org; QTYPE=MX; RCODE=SERVFAIL
2025-08-14 11:39:58 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=110.59.144.40; Destination=38.212.228.119; QNAME=updates.hjnonnmg.biz; QTYPE=TXT; RCODE=REFUSED
2025-08-14 11:40:25 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=213.149.61.40; Destination=206.150.31.59; QNAME=status.wxtnesx.xyz; QTYPE=AAAA; RCODE=NOERROR
2025-08-14 11:42:24 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=165.143.179.230; Destination=97.157.228.80; QNAME=repo.ddwfpi.xyz; QTYPE=TXT; RCODE=NXDOMAIN
2025-08-14 11:44:50 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=85.85.3.88; Destination=21.154.196.244; QNAME=auth.uvatnxbhr.com; QTYPE=SOA; RCODE=NXDOMAIN
2025-08-14 11:50:30 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=142.253.233.239; Destination=150.143.116.111; QNAME=auth.xgtjypyaxr.info; QTYPE=MX; RCODE=FORMERR
2025-08-14 12:01:00 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=55.239.27.221; Destination=202.8.88.28; QNAME=portal.cawpeth.com; QTYPE=SOA; RCODE=NOERROR
2025-08-14 12:02:00 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=191.138.220.238; Destination=25.133.203.54; QNAME=portal.igbcjie.info; QTYPE=MX; RCODE=FORMERR
2025-08-14 12:05:30 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=137.114.234.161; Destination=141.179.246.131; QNAME=portal.dgjerqlaj.co; QTYPE=TXT; RCODE=NXDOMAIN
2025-08-14 12:15:33 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=65.241.153.247; Destination=68.194.144.19; QNAME=repo.ndgwv.org; QTYPE=NS; RCODE=NOERROR
2025-08-14 12:16:42 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=102.239.100.56; Destination=11.115.59.212; QNAME=api.nhfcrwf.co; QTYPE=PTR; RCODE=NXDOMAIN
2025-08-14 12:25:51 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=156.156.81.161; Destination=90.80.38.172; QNAME=mail.jgkcafk.com; QTYPE=AAAA; RCODE=REFUSED
2025-08-14 12:28:18 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=128.59.61.180; Destination=198.229.52.112; QNAME=login.ecgcbavd.biz; QTYPE=A; RCODE=REFUSED
2025-08-14 12:28:32 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=123.87.22.110; Destination=170.155.120.122; QNAME=login.avqnqtnfi.org; QTYPE=A; RCODE=NXDOMAIN
2025-08-14 12:30:45 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=118.35.234.168; Destination=56.158.172.203; QNAME=vpn.djfijhb.org; QTYPE=A; RCODE=NXDOMAIN
2025-08-14 12:40:38 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=143.9.219.118; Destination=184.206.128.126; QNAME=vpn.lpvqcwcq.net; QTYPE=TXT; RCODE=SERVFAIL
2025-08-14 12:44:58 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=24.21.52.51; Destination=197.67.49.106; QNAME=www.apkyf.co; QTYPE=SOA; RCODE=NXDOMAIN
2025-08-14 12:48:17 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=192.40.120.143; Destination=110.105.134.18; QNAME=cdn.zjcnhvcoq.dev; QTYPE=NS; RCODE=SERVFAIL
2025-08-14 12:52:21 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=215.116.180.102; Destination=118.147.164.92; QNAME=assets.viyai.co; QTYPE=PTR; RCODE=NOERROR
2025-08-14 13:06:32 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=32.12.39.71; Destination=175.9.224.192; QNAME=vpn.pxiyfkvu.biz; QTYPE=MX; RCODE=FORMERR
2025-08-14 13:07:27 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=113.140.254.202; Destination=101.18.91.208; QNAME=www.jkeyzbgh.xyz; QTYPE=AAAA; RCODE=REFUSED
2025-08-14 13:18:49 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=115.236.161.197; Destination=61.69.194.73; QNAME=repo.bejgrtv.xyz; QTYPE=SOA; RCODE=FORMERR
2025-08-14 13:28:11 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=32.32.127.195; Destination=87.207.157.75; QNAME=api.tfvoaecr.biz; QTYPE=TXT; RCODE=FORMERR
2025-08-14 13:28:25 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=63.108.156.35; Destination=152.24.128.219; QNAME=portal.hxqxiotus.io; QTYPE=MX; RCODE=SERVFAIL
2025-08-14 13:35:11 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=78.79.226.155; Destination=196.145.207.186; QNAME=api.bssrtbr.com; QTYPE=CAA; RCODE=REFUSED
2025-08-14 13:48:49 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=56.177.46.115; Destination=219.73.131.174; QNAME=assets.oyomtyhke.io; QTYPE=CAA; RCODE=FORMERR
2025-08-14 13:54:52 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=136.108.222.109; Destination=40.92.242.172; QNAME=mail.dnjetkv.org; QTYPE=SOA; RCODE=SERVFAIL
2025-08-14 14:04:53 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=155.237.240.29; Destination=143.155.160.196; QNAME=secure.xopnhnokws.info; QTYPE=SOA; RCODE=SERVFAIL
2025-08-14 14:17:15 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=37.208.180.205; Destination=47.247.73.44; QNAME=repo.hzchhwz.biz; QTYPE=AAAA; RCODE=NOERROR
2025-08-14 14:26:54 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=82.12.159.126; Destination=160.211.174.107; QNAME=www.bxhwaiof.com; QTYPE=TXT; RCODE=REFUSED
2025-08-14 14:27:18 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=150.207.26.24; Destination=207.189.108.34; QNAME=auth.tteyp.io; QTYPE=SOA; RCODE=SERVFAIL
2025-08-14 14:31:32 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=137.70.204.221; Destination=108.187.54.106; QNAME=portal.ymoflu.dev; QTYPE=A; RCODE=FORMERR
2025-08-14 14:31:46 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=122.24.181.56; Destination=190.29.100.94; QNAME=cdn.ezxds.net; QTYPE=SOA; RCODE=FORMERR
2025-08-14 14:37:24 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=223.228.173.19; Destination=189.3.221.4; QNAME=vpn.ligjdmevre.net; QTYPE=NS; RCODE=NOERROR
2025-08-14 14:45:36 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=166.22.74.206; Destination=162.253.210.239; QNAME=secure.tphabw.net; QTYPE=A; RCODE=NXDOMAIN
2025-08-14 14:55:39 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=121.116.192.107; Destination=47.175.200.148; QNAME=updates.fomun.info; QTYPE=SRV; RCODE=REFUSED
2025-08-14 14:57:52 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=177.133.212.167; Destination=8.182.194.193; QNAME=login.uyopf.co; QTYPE=NS; RCODE=SERVFAIL
2025-08-14 14:58:24 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=8.174.186.87; Destination=214.172.124.123; QNAME=vpn.kcnxaoutux.com; QTYPE=A; RCODE=NOERROR
2025-08-14 14:58:36 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=115.237.146.76; Destination=107.76.9.235; QNAME=cdn.ywihi.dev; QTYPE=PTR; RCODE=REFUSED
